@relation 'pLoc-mGneg_combine: -C 8'

@attribute cat1 {0,1}
@attribute cat2 {0,1}
@attribute cat3 {0,1}
@attribute cat4 {0,1}
@attribute cat5 {0,1}
@attribute cat6 {0,1}
@attribute cat7 {0,1}
@attribute cat8 {0,1}
@attribute vec1 numeric
@attribute vec2 numeric
@attribute vec3 numeric
@attribute vec4 numeric
@attribute vec5 numeric
@attribute vec6 numeric
@attribute vec7 numeric
@attribute vec8 numeric

@data
0,0,1,0,0,0,0,0,0.41,0.22,0.96,0.05,0.01,0.00,0.04,0.33
0,0,1,0,0,0,0,0,0.60,0.02,1.00,0.01,0.01,0.00,0.02,0.32
0,0,1,0,0,0,0,0,0.45,0.04,1.00,0.28,0.01,0.00,0.04,0.32
0,0,1,0,0,0,0,0,0.35,0.03,1.00,0.07,0.01,0.00,0.02,0.32
1,0,1,0,0,0,0,0,1.00,0.16,1.00,0.17,0.01,0.00,0.04,0.54
1,0,0,0,0,0,0,0,1.00,0.20,0.40,0.02,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.11
1,0,0,0,0,0,0,0,1.00,0.16,0.69,0.18,0.00,0.00,0.01,0.18
1,0,0,0,0,0,0,0,0.96,0.16,0.33,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.20,0.02,0.00,0.00,0.00,0.10
0,0,0,0,0,0,0,1,0.32,0.03,0.63,0.05,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.20,0.69,0.27,0.00,0.00,0.01,0.20
1,0,0,0,0,0,0,0,1.00,0.16,0.80,0.50,0.00,0.00,0.01,0.26
0,0,0,0,0,0,0,1,0.99,0.03,0.54,0.07,0.01,0.00,0.01,1.00
1,0,0,0,0,0,0,0,1.00,0.41,0.46,0.07,0.01,0.00,0.01,0.55
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.64,0.06,0.40,0.06,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.05,0.01,0.00,0.04,0.32
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.38,0.50,0.05,0.01,0.00,0.04,0.10
1,0,0,0,0,0,0,0,1.00,0.38,0.69,0.27,0.01,0.00,0.04,0.20
1,0,0,0,0,0,0,0,1.00,0.38,0.69,0.27,0.01,0.00,0.04,0.20
1,0,0,0,0,0,0,0,1.00,0.16,0.69,0.27,0.00,0.00,0.01,0.26
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.40,0.02,0.00,0.00,0.00,0.15
0,0,1,0,0,0,0,0,0.48,0.09,1.00,0.16,0.01,0.00,0.04,0.07
0,0,0,0,0,0,0,1,0.75,0.41,0.46,0.07,0.01,0.00,0.01,0.94
1,0,0,0,0,0,0,0,1.00,0.33,0.58,0.16,0.00,0.00,0.00,0.05
1,0,0,0,0,0,0,0,1.00,0.25,0.86,0.16,0.00,0.00,0.00,0.05
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.19,0.01,0.00,0.19,0.18
1,0,0,0,0,0,0,0,0.99,0.16,0.50,0.06,0.01,0.00,0.04,0.07
1,0,0,0,0,0,0,0,1.00,0.41,0.50,0.07,0.01,0.00,0.04,0.63
1,0,0,0,0,0,0,0,1.00,0.16,0.42,0.02,0.01,0.00,0.01,0.63
1,0,0,0,0,0,0,0,1.00,0.16,0.42,0.02,0.01,0.00,0.01,0.49
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.07,0.01,0.00,0.04,0.55
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.05,0.01,0.00,0.04,0.39
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.05,0.01,0.00,0.04,0.55
1,0,0,0,0,0,0,0,0.96,0.16,0.50,0.07,0.01,0.00,0.04,0.40
1,0,0,0,0,0,0,0,1.00,0.16,0.69,0.16,0.00,0.00,0.01,0.05
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
0,0,1,0,0,0,1,0,0.77,0.16,1.00,0.07,0.33,0.00,1.00,0.32
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.99,0.16,0.50,0.05,0.01,0.00,0.04,0.33
0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.16,0.86,0.00,0.00,0.00
0,1,0,0,0,0,0,1,0.41,1.00,0.68,0.05,0.01,0.00,0.07,1.00
1,0,0,0,0,0,0,0,0.96,0.25,0.30,0.43,0.00,0.43,0.00,0.11
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.11
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.05,0.01,0.00,0.04,0.49
1,0,0,0,0,0,0,0,1.00,0.16,0.50,0.07,0.01,0.00,0.01,0.55
0,0,1,0,0,0,0,0,0.45,0.04,0.96,0.07,0.01,0.00,0.04,0.54
1,0,0,0,0,0,0,0,1.00,0.16,0.86,0.19,0.00,0.00,0.04,0.18
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.71,0.02,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.86,0.16,1.00,0.18,0.00,0.00,0.04,0.26
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.04,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.69,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.40,0.02,0.00,0.00,0.00,0.15
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.66,0.15,0.00,0.00,0.00,0.18
1,0,0,0,0,0,0,0,0.96,0.16,0.69,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.09,0.03,0.50,0.04,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,1.00,0.16,0.34,0.31,0.00,0.00,0.00,0.29
1,0,0,0,0,0,0,0,1.00,0.16,0.55,0.31,0.01,0.00,0.19,0.29
0,0,0,0,0,0,0,1,0.50,0.50,0.62,0.50,0.00,0.00,0.04,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.99,0.16,0.40,0.02,0.00,0.00,0.00,0.15
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.38,0.02,0.00,0.00,0.00,0.38
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.99,0.16,0.93,0.02,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,1.00,0.22,0.68,0.06,0.00,0.00,0.04,0.50
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.62,0.06,0.00,0.00,0.04,0.86
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.99,0.20,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.11
0,0,0,0,0,0,0,1,0.31,0.13,0.75,0.06,0.00,0.00,0.07,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.60,0.05,0.00,0.00,0.00,0.33
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.50
1,0,0,0,0,0,0,0,1.00,0.20,0.34,0.40,0.00,0.00,0.00,0.75
1,0,0,0,0,0,0,0,0.99,0.38,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.66,0.06,0.01,0.00,0.01,0.32
0,0,1,0,0,0,0,0,0.77,0.16,0.96,0.06,0.13,0.00,0.13,0.06
0,0,0,0,0,0,0,1,0.02,0.03,0.03,0.04,0.00,0.00,0.00,0.94
0,0,0,0,0,0,0,1,0.69,0.14,0.50,0.07,0.01,0.00,0.04,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.67,0.50,0.00,0.00,0.00,0.26
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.20,0.33,0.06,0.00,0.00,0.00,0.33
1,0,0,0,0,0,0,0,1.00,0.17,0.93,0.16,0.01,0.00,0.04,0.32
1,0,0,0,0,0,0,0,0.99,0.16,0.46,0.07,0.01,0.00,0.01,0.55
0,0,0,0,0,0,0,1,0.69,0.44,0.40,0.04,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,0.99,0.16,0.55,0.05,0.01,0.00,0.19,0.40
0,0,0,0,0,0,0,1,0.84,0.16,0.07,0.04,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,1.00,0.16,0.46,0.07,0.00,0.00,0.00,0.26
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.39
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.33,0.02,0.00,0.00,0.00,0.02
0,0,0,0,0,0,0,1,0.86,0.71,0.93,0.05,0.01,0.00,0.07,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.42,0.02,0.01,0.00,0.01,0.32
0,0,0,0,0,0,0,1,0.75,0.50,0.50,0.05,0.01,0.00,0.04,1.00
1,0,0,0,0,0,0,0,0.99,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.13,0.06,0.00,0.00,0.00,0.18
1,0,0,0,0,0,0,0,1.00,0.16,0.31,0.18,0.00,0.00,0.00,0.18
1,0,0,0,0,0,0,0,1.00,0.16,0.46,0.07,0.01,0.00,0.01,0.55
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.11
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.33,0.07,0.02,0.00,0.00,0.00,0.39
1,0,0,0,0,0,0,0,1.00,0.16,0.69,0.20,0.00,0.00,0.01,0.38
1,0,0,0,0,0,0,0,0.96,0.16,0.69,0.02,0.00,0.00,0.01,0.10
1,0,0,0,0,0,0,0,1.00,0.38,0.09,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.16,0.67,0.02,0.01,0.00,0.01,0.32
0,0,0,0,0,0,0,1,0.67,0.04,0.50,0.05,0.01,0.00,0.04,0.94
0,0,0,0,0,0,0,1,0.80,0.20,0.34,0.30,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.14,0.02,0.00,0.00,0.00,0.20
0,0,1,0,0,0,0,0,0.27,0.08,0.96,0.31,0.00,0.00,0.02,0.20
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.39
0,0,0,0,0,0,0,1,0.84,0.14,0.50,0.05,0.01,0.00,0.04,0.94
1,0,0,0,0,0,0,0,1.00,0.16,0.96,0.06,0.01,0.00,0.04,0.07
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.67
1,0,0,0,0,0,0,0,0.99,0.20,0.07,0.02,0.00,0.00,0.00,0.11
1,0,0,0,0,0,0,0,1.00,0.33,0.07,0.02,0.00,0.00,0.00,0.39
1,0,0,0,0,0,0,0,0.96,0.20,0.40,0.02,0.00,0.00,0.00,0.15
1,0,0,0,0,0,0,0,0.96,0.16,0.20,0.02,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.96,0.16,0.34,0.33,0.00,0.00,0.00,0.20
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
0,0,0,0,0,0,0,1,0.73,0.14,0.07,0.04,0.00,0.00,0.00,1.00
0,0,0,0,0,0,0,1,0.80,0.14,0.50,0.04,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.17,0.50,0.05,0.01,0.00,0.04,0.11
1,0,0,0,0,0,0,0,1.00,0.25,0.35,0.43,0.00,0.00,0.00,0.29
1,0,0,0,0,0,0,0,1.00,0.25,0.50,0.43,0.01,0.00,0.04,0.29
1,0,0,0,0,0,0,0,0.99,0.17,0.50,0.43,0.01,0.00,0.04,0.29
1,0,0,0,0,0,0,0,1.00,0.20,0.14,0.02,0.00,0.00,0.00,0.20
0,0,0,0,0,0,0,1,0.77,0.50,0.64,0.33,0.00,0.00,0.00,0.94
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.20,0.14,0.02,0.00,0.00,0.00,0.16
0,0,1,0,0,0,0,0,0.50,0.03,1.00,0.07,0.01,0.00,0.02,0.56
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.10
1,0,0,0,0,0,0,0,0.99,0.16,0.07,0.02,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,1.00,0.20,0.14,0.02,0.00,0.00,0.00,0.43
1,0,0,0,0,0,0,0,0.96,0.16,0.14,0.02,0.00,0.00,0.00,0.16
0,0,1,0,0,0,0,0,0.77,0.16,1.00,0.04,0.00,0.00,0.02,0.05
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.05,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,0.99,0.20,0.07,0.02,0.00,0.00,0.00,0.11
0,0,1,0,0,0,0,0,0.44,0.07,1.00,0.06,0.01,0.00,0.04,0.07
0,0,1,0,0,0,1,0,0.43,0.25,1.00,0.50,0.01,0.00,1.00,0.07
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.01,0.01,0.00,0.02,0.57
1,0,0,0,0,0,0,0,1.00,0.20,0.07,0.02,0.00,0.00,0.00,0.16
0,0,0,0,0,0,0,1,0.71,0.20,0.46,0.33,0.00,0.00,0.00,0.94
0,0,0,1,0,0,0,0,0.22,0.14,0.64,0.92,0.01,0.08,0.00,0.26
0,0,0,1,0,0,0,0,0.22,0.25,0.64,0.92,0.02,0.08,0.00,0.26
0,0,0,1,0,0,0,0,0.36,0.67,0.34,0.92,0.01,0.08,0.00,0.20
0,1,0,0,0,0,0,0,0.86,1.00,0.14,0.03,0.00,0.00,0.00,0.32
1,0,0,0,0,0,0,0,0.96,0.25,0.22,0.56,0.02,0.00,0.00,0.11
0,0,1,0,0,0,0,0,0.05,0.02,0.98,0.01,0.00,0.00,0.02,0.02
0,0,0,1,0,0,0,0,0.05,0.25,0.22,0.92,0.02,0.08,0.00,0.04
0,0,1,0,0,0,0,0,0.16,0.25,1.00,0.56,0.02,0.00,0.09,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.96,0.02,0.00,0.00,0.06,0.10
0,0,1,0,0,0,0,0,0.16,0.14,1.00,0.05,0.00,0.00,0.09,0.01
0,1,0,0,0,0,0,0,0.77,0.97,0.07,0.13,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.41,0.04,1.00,0.07,0.01,0.00,0.14,0.13
0,0,0,0,0,0,0,1,0.64,0.06,0.06,0.06,0.00,0.00,0.00,0.94
0,1,0,0,0,0,0,0,0.86,0.97,0.07,0.03,0.00,0.00,0.00,0.02
0,0,1,0,0,0,0,0,0.86,0.03,1.00,0.07,0.00,0.00,0.02,0.26
0,0,1,0,0,0,0,0,0.50,0.02,1.00,0.01,0.01,0.00,0.02,0.32
1,0,0,0,0,0,0,0,1.00,0.20,0.25,0.02,0.00,0.00,0.00,0.38
0,0,1,0,0,0,0,0,0.48,0.33,1.00,0.27,0.00,0.00,0.02,0.50
0,0,1,0,0,0,0,0,0.50,0.08,1.00,0.60,0.00,0.00,0.02,0.50
0,0,0,0,0,0,0,1,0.02,0.14,0.64,0.75,0.00,0.00,0.00,0.94
0,0,1,0,0,0,0,0,0.96,0.44,1.00,0.02,0.01,0.00,0.02,0.32
0,0,1,0,0,0,0,0,0.75,0.03,1.00,0.07,0.00,0.00,0.02,0.27
1,0,0,0,0,0,0,0,1.00,0.50,0.50,0.28,0.00,0.00,0.00,0.33
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.46,0.07,0.00,0.00,0.00,0.26
0,0,1,0,0,0,0,0,0.56,0.16,1.00,0.18,0.00,0.00,0.19,0.18
0,0,1,0,0,0,0,0,0.35,0.02,1.00,0.28,0.01,0.00,0.02,0.32
0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.16,0.86,0.00,0.00,0.00
0,1,0,0,0,0,0,0,0.77,0.97,0.07,0.03,0.00,0.00,0.00,0.02
0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.16,0.86,0.00,0.00,0.00
0,0,0,0,1,0,0,0,0.00,0.18,0.00,0.29,0.86,0.16,0.00,0.05
0,0,1,0,0,0,0,0,0.45,0.07,1.00,0.27,0.01,0.00,0.04,0.20
0,0,0,0,0,0,0,1,0.35,0.13,0.46,0.07,0.01,0.00,0.01,0.94
0,1,0,0,0,0,0,0,0.77,0.97,0.07,0.03,0.00,0.00,0.00,0.63
0,0,0,0,0,0,0,1,0.50,0.13,0.46,0.07,0.00,0.00,0.00,1.00
0,0,0,1,0,0,0,0,0.48,0.18,0.34,1.00,0.01,0.08,0.00,0.20
0,0,1,0,0,0,0,0,0.48,0.07,1.00,0.19,0.00,0.00,0.04,0.67
0,0,1,0,0,0,0,0,0.05,0.02,0.96,0.01,0.00,0.00,0.02,0.01
0,0,1,0,0,0,0,0,0.33,0.03,1.00,0.07,0.00,0.00,0.02,0.26
0,0,1,0,0,0,0,0,0.41,0.04,1.00,0.05,0.20,0.00,0.20,0.07
1,0,1,0,0,0,0,0,1.00,0.16,1.00,0.02,0.01,0.00,0.02,0.32
0,1,0,0,0,0,0,0,0.86,1.00,0.14,0.13,0.00,0.00,0.00,0.32
0,0,1,0,0,0,0,0,0.69,0.44,1.00,0.01,0.00,0.00,0.02,0.32
0,0,1,0,0,0,0,0,0.38,0.02,1.00,0.05,0.00,0.00,0.02,0.01
0,0,0,0,1,0,0,0,0.00,0.18,0.00,0.29,0.86,0.16,0.00,0.05
0,0,0,0,0,0,0,1,0.45,0.07,0.66,0.42,0.00,0.00,0.00,0.94
0,0,0,0,0,0,0,1,0.40,0.41,0.54,0.07,0.01,0.00,0.01,0.94
0,0,0,0,0,0,0,1,0.19,0.25,0.66,0.92,0.01,0.08,0.00,1.00
0,1,0,0,0,0,0,0,0.77,0.97,0.52,0.42,0.00,0.00,0.00,0.57
0,0,0,1,0,0,0,0,0.22,0.07,0.86,0.92,0.01,0.08,0.00,0.26
0,0,0,1,0,0,0,0,0.07,0.18,0.07,0.92,0.86,0.16,0.00,0.40
0,0,0,1,0,0,0,0,0.19,0.07,0.52,1.00,0.01,0.08,0.00,0.35
1,0,0,0,0,0,0,0,1.00,0.38,0.09,0.02,0.00,0.00,0.00,0.10
0,1,0,0,0,0,0,0,0.25,0.42,0.96,0.04,0.00,0.00,0.02,0.25
0,1,0,0,0,0,0,0,0.77,1.00,0.07,0.13,0.00,0.00,0.00,0.25
0,0,0,0,0,0,0,1,0.64,0.07,0.34,0.40,0.00,0.00,0.00,1.00
1,0,0,0,0,0,0,0,0.96,0.16,0.70,0.05,0.00,0.00,0.02,0.02
0,0,0,0,0,0,0,1,0.25,0.42,0.04,0.04,0.00,0.00,0.00,0.94
0,1,0,0,0,0,0,0,0.77,1.00,0.14,0.03,0.00,0.00,0.00,0.32
0,0,0,1,0,0,0,0,0.16,0.25,0.92,1.00,0.02,0.08,0.09,0.04
0,1,0,0,0,0,0,0,0.56,0.25,0.46,0.92,0.11,0.08,0.00,0.29
0,1,1,0,0,0,0,0,0.19,1.00,1.00,0.56,0.02,0.00,0.02,0.20
0,0,0,0,0,0,0,1,0.19,0.08,0.34,0.31,0.00,0.00,0.00,1.00
0,0,1,0,0,0,0,0,0.41,0.08,1.00,0.31,0.01,0.00,0.04,0.26
0,0,0,0,0,0,0,1,0.25,0.42,0.04,0.04,0.00,0.00,0.00,0.94
1,0,1,0,0,0,0,0,0.96,0.16,0.57,0.57,0.01,0.57,0.04,0.17
1,0,0,0,0,0,0,0,0.96,0.16,0.46,0.25,0.01,0.00,0.06,0.86
0,0,0,1,0,0,0,0,0.30,0.25,0.69,1.00,0.02,0.08,0.06,0.38
0,1,0,0,0,0,0,0,0.77,0.97,0.11,0.62,0.00,0.00,0.00,0.11
0,0,0,0,1,0,0,0,0.00,0.00,0.00,0.16,0.86,0.00,0.00,0.00
0,1,0,0,0,0,0,0,0.96,0.50,0.46,0.56,0.02,0.00,0.00,0.17
1,0,0,0,0,0,0,0,1.00,0.19,0.13,0.33,0.00,0.00,0.00,0.22
1,0,0,0,0,0,0,0,1.00,0.16,0.86,0.04,0.01,0.00,0.01,0.86
0,1,0,0,0,0,0,0,0.86,0.97,0.15,0.92,0.01,0.08,0.00,0.94
0,0,0,1,0,0,0,0,0.36,0.07,0.52,1.00,0.01,0.08,0.00,0.35
1,0,0,0,0,0,0,0,1.00,0.16,0.57,0.57,0.01,0.57,0.04,0.10
0,0,0,0,0,0,0,1,0.60,0.07,0.52,0.43,0.00,0.43,0.00,1.00
0,0,1,0,0,0,0,0,0.48,0.02,1.00,0.28,0.00,0.00,0.02,0.23
0,0,1,0,0,0,0,0,0.50,0.03,1.00,0.07,0.01,0.00,0.02,0.32
0,1,0,0,0,0,0,0,0.77,1.00,0.07,0.03,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.38,0.07,0.02,0.00,0.00,0.00,0.11
0,0,0,1,0,1,0,0,0.44,0.11,0.22,1.00,0.01,1.00,0.00,0.11
1,0,0,0,0,0,0,0,1.00,0.16,0.42,0.02,0.01,0.00,0.01,0.33
0,1,0,0,0,0,0,0,0.86,0.97,0.13,0.62,0.00,0.00,0.00,0.11
0,0,1,0,0,0,0,0,0.14,0.02,1.00,0.08,0.00,0.00,0.14,0.01
1,0,0,0,0,0,0,0,1.00,0.20,0.14,0.02,0.00,0.00,0.00,0.16
0,0,1,0,0,0,0,0,0.30,0.02,1.00,0.04,0.00,0.00,0.02,0.02
1,0,0,0,0,0,0,0,1.00,0.16,0.07,0.02,0.00,0.00,0.00,0.10
0,0,0,0,0,0,0,1,0.75,0.14,0.67,0.04,0.00,0.00,0.00,1.00
0,1,0,0,0,0,0,0,0.77,1.00,0.50,0.56,0.02,0.00,0.00,0.08
0,0,1,0,0,0,0,0,0.50,0.02,1.00,0.01,0.01,0.00,0.02,0.54
0,0,1,0,0,0,0,0,0.41,0.04,1.00,0.05,0.01,0.00,0.04,0.07
1,0,0,0,0,0,0,0,1.00,0.16,0.42,0.02,0.01,0.00,0.01,0.32
1,0,0,0,0,0,0,0,0.99,0.16,0.67,0.02,0.00,0.00,0.00,0.16
1,0,0,0,0,0,0,0,1.00,0.16,0.58,0.28,0.00,0.00,0.19,0.23
0,0,0,0,0,0,0,1,0.02,0.03,0.03,0.04,0.00,0.00,0.00,0.94
0,1,0,0,0,0,0,0,0.77,0.97,0.46,0.92,0.01,0.08,0.00,0.26
0,0,1,0,0,0,0,0,0.35,0.02,1.00,0.15,0.01,0.00,0.02,0.33
0,1,0,0,0,0,0,0,0.25,0.42,0.96,0.04,0.00,0.00,0.02,0.25
1,0,0,0,0,0,0,0,0.96,0.42,0.07,0.04,0.00,0.00,0.00,0.25
1,0,0,0,0,0,0,0,0.96,0.16,0.07,0.02,0.00,0.00,0.00,0.02
0,0,0,1,0,0,0,0,0.41,0.25,0.50,1.00,0.02,0.08,0.04,0.07
0,0,0,1,0,0,0,0,0.38,0.25,0.58,1.00,0.02,0.08,0.00,0.04
0,0,0,0,0,0,0,1,0.25,0.42,0.38,0.04,0.00,0.00,0.00,0.94
0,0,0,0,1,0,0,0,0.00,0.18,0.00,0.29,0.86,0.16,0.00,0.05
0,0,0,0,0,0,0,1,0.19,0.25,0.52,0.67,0.00,0.00,0.00,0.94
0,1,0,0,0,0,0,0,0.77,0.97,0.07,0.03,0.00,0.00,0.00,0.02
1,0,0,0,0,0,0,0,1.00,0.50,0.46,0.64,0.00,0.00,0.00,0.26
